,user_id,business_id,lat_long
11933,NSkLw-cg_v7YBVEwVsYj4Q,"{'jmquanz2qdn_IEgxmn0wsQ': 1, 'Ca-003BAqWW-IEsFvjlY9g': 1, 'gLIYfcmNcrRGDMb8D5oVeA': 1, 'pnyf63lJinJjmRvwZXoxsA': 1, 'E5a7jOdolVv-LAHnDAEpew': 1, 'SsGNAc9U-aKPZccnaDtFkA': 2, 'exyrJvzW0pXIfeWwJwYBvA': 1, 'xY1k8cye55AsHpPDI_CAOA': 1, 'Hjo5B_MgC5iK-Onf7EJyhA': 1, '4O0GslAIwG_1regXO_UcaQ': 1, 'bUmnZJ1DjtDP2_qb2M62mg': 1, 'AwaxCI7NMG3_nqCLqC4qWw': 1, 'EmyOcwwNvLvtaKPcaDIBpA': 1, 'EbYGsrovAJRNitvkmAix3g': 1, 'rcCGdKxMPJk4lCzZZ1i_bA': 1, 'HHYSvEjbhYAFghUsC66QEw': 1, 'rPwuIBv_mz1O_yI5R-VJ7Q': 1, 'YiUoOtJc6xCq0-ZFJCocvA': 1, 'sbW8qHJgzEIH42B0S-3New': 1, 'qMWWQpMiMcV8jz_57cBB0w': 1, 'RjavzMXChoFWdsIZnfs5YQ': 1, 'xl1mNGpaoLdiVWj_D6-L_A': 1, 'orUFgCDq1ussIF89g6piIA': 1, 'EnlnNZx1DlO_pTwf1NU4wg': 1, '_WaHLgLzALd2iThQAhC-sQ': 1, 'H18C9tH4BPHkxan96bkMXQ': 1, 'v3MGJBF1Mc61KwgqiIY-uA': 1, '6THckpNEt8VlGpYgC_4JcQ': 1, 'YPoHtUq85TmNrBpqj_zmuA': 1, 'w3Ad4ue8SMtbVi7hnIS2MQ': 2}",
11934,lAHGDz3sNhKptjn-X_32qQ,"{'OfczufZgEmnwJyL2YTE5Dw': 1, 'ovIBsFKQP7-OdWa8Sb7gGA': 1}",
11935,y_1XI8aUyvl3yUk89g7Dzw,"{'AJ_tIT3N1SLLmlphsc94BA': 2, 'SsGNAc9U-aKPZccnaDtFkA': 1, 'C4GHQTB-G0R2Geov298GLw': 1}",
11936,vz05hlteS6XvnczIInsnqw,{'NeUf9FyCCIN4MEseNyqkXQ': 1},
11937,v25rHWf6GaiTcHZkrgN4qA,"{'93UCt9OgWYmypZCpXtUu8g': 1, 'Cy9XgM3ZG2jZ1ganvolb6Q': 1, 'mPlWLIA4pkHMRtlQDm6UyQ': 1}",
11938,vNpf-hL9azUNXY3_FlWQ0A,{'o7ZA6Oh_p1x7FZEE8vJIJw': 1},
11939,GPUFCQxex8RG7IGJtwlYvg,{'vcZWlI0eHiGwlUfP-5Ov8Q': 1},
11940,uiRnkYm8wHg6q1lhW_Xoaw,{'fI4vZhMLxuyoY6Q7BzVcLQ': 1},
11941,c3xh-n8l76qJ__B4kCouMA,{'9VtaTbTKVK9sQVy4j2RO-w': 1},
11942,kVM9cJhlyP17a3rYyEvOJQ,{'tIP3NiriiAj17QYCuav5-Q': 1},
11943,RU_pkQFFi9Ph2bcU0y1RbQ,{'4UuZK9MC4yYg5AJ0Sw6CrQ': 1},
11944,YvUS5Z3P6gselKQpRCkpug,{'AD0FE_5dM7pWy5YdbMZaGQ': 1},
11945,Jf9io1aFE62exMP4-abgGg,"{'PrIU_mB8vhcIfQj5T1XBfg': 1, 'n7G2XFGvmS3duDJ4AzjKiQ': 1}",
11946,stekYdfGoeunE-dLI1ySqg,{'52CzJDb4EakSjEQOUys77Q': 1},
11947,YHRMH3qRydGRPkFN21rKHg,"{'30T84H-0b9-Ft0KqbpKmKQ': 1, 'Nui7Cnhrhrm4Ar2rcSHbIA': 1, 'rgmptwPbBH1wLpiBHcbIhA': 1}",
11948,mSlIyRIADtqfMnIigwHFpQ,"{'NMLtK_ZDHTD_UQ33-A-N0A': 1, 'dXPQDQLHzcExUDZV_dcAGA': 3}",
11949,ZQM9jRu2XrxMJ6N8v5SmeA,"{'JrdoWznKY-OFmwCkv75P_A': 1, 'Ca-003BAqWW-IEsFvjlY9g': 1, 'x2ZMAyneUiBD6Sml0Fv2Xw': 1, 'rPwuIBv_mz1O_yI5R-VJ7Q': 1, 'hryVOl_txhl9n14d224Ssw': 1, 'YPoHtUq85TmNrBpqj_zmuA': 1, 'H75yc2Vp7d8wuAe339DpOA': 1}",
11950,1rPEl46l4VrgdrExq4Scfw,"{'VkFDer80GOrelWALdgNReg': 1, '9ylfrWjdX6CltGs_Qcv7Ng': 1, 'jR7rDinCcHNZxl4jA0iKJQ': 1, 'sQWSHCIH_HUT4HUXaxDaBA': 1, 'NS5m7kg9phWfjP27qmxgYA': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1}",
11951,4KHSIToxxO1n5Kux0GAG_g,"{'sJUKE6ffe5WU_9IKXuJxCw': 1, 'mSjFI6gDPqUPwyNYuMioNg': 1}",
11952,f2LdHpA73qfw6CLfvS8rYg,{'wIsoQXDI4X6elYxTvkD_Rw': 1},
11953,qWtBYHSW9heJXXRTqkaZRg,"{'Dg6mddtLmjz580JVyyx9fg': 1, 'rroEVCHOX6sjZaAYTk6pSw': 1, 'yJz3Dl0R5SnmbGywlDYtXQ': 1, 'J2x_AMx591i6TK3xccEzqQ': 1, 'fzXMAz-uYjdLhxWYABo_8Q': 1}",
11954,uybIzDDAQIdCJn6K9XbXpg,{'n1Oze8Y-nU8qr2kREL37Bg': 1},
11955,Wx9gwt571tHITuWs144fLA,"{'p1Wb4mEH04qrUMfmPepFzw': 1, '4n_KDjH3dQCIxHZ3SWVO6g': 1, 'exyrJvzW0pXIfeWwJwYBvA': 1, 'kg4AP5am_IUczgp1neOvMw': 1, 'oJwy0ELke7wS6WsztypYwQ': 1}",
11956,upMxCl0f4N1dURJw31YuMA,{'LvdvLtCbAriMJp6cjLm9EA': 1},
11957,QBSPXKzf4S1j5h08vEsS3g,{'IQ1EkfRxyChHEYs_lz86iQ': 1},
11958,r-twsM61XYSWBf2mw0rkqA,"{'b-vMyaBlXTmrdeBTxCESIA': 1, '2K-XaFjaHUR8Dp6QAihITg': 1, 'wgSCc7Ut2C4OkmvoeSLIrQ': 1, 'z4cCguoHdU48pj6sXMIzqg': 1}",
11959,8u53OBfrrkBN29rCj17ssw,{'rXb8s7TOx2-uWxzACEXcpg': 1},
11960,uKvYQ7cWL04BLVU5g20W8Q,"{'Ak4s2gS-jx8iW33jY4u3jA': 1, 'JObIv0n8MW2A84NE0__Syg': 1, 'escSqSs7Gma9mu0CXkQIiA': 1, '8q8GMsDPYp4JVdx6k-FeTA': 1}",
11961,3f4uthFpXccAMNdGrGFZUw,"{'7V2lVE5sZrpCJaX-EF4-uw': 1, 'fzXMAz-uYjdLhxWYABo_8Q': 1, 'oJwy0ELke7wS6WsztypYwQ': 1, 'Sqks43T-hvkHhBfbe5xgjg': 1}",
11962,k7zISQ2412PBpZokKH4aew,{'7wT532x2Qz5Hw9BqtBapqw': 1},
11963,5IbdkDP4sSqu1Uw5lbww9Q,"{'5reb2cEaziuyHOpnbh1XtA': 1, 'JrdoWznKY-OFmwCkv75P_A': 1, '9ylfrWjdX6CltGs_Qcv7Ng': 1, 'oYzxISMvvvDuphYHIZKZvw': 1, '-Gfj1gA0Ir07zToO-4fBpw': 1, 'A38wziZJdYoijhC5S6uWCQ': 1, 'W3UMlRDOn9Tzd3kfYlHX3g': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1, '#NAME?': 1}",
11964,GXZ-hcgtEuiHC6l9pRhuKw,{'cMye2oCRy1qAvwMK-7i6JA': 1},
11965,DUSSojDbhfPY-arfMjjEUg,"{'woOVJ0Z2f6XNCDntHA3b_g': 1, 'sKEvPWK2QrvlCFf0gpi4LQ': 1}",
11966,H_gX6x7XLe5-sSmxpcq_RQ,"{'30T84H-0b9-Ft0KqbpKmKQ': 1, 'iYhL9G3Fx5eMd-OfunNpdA': 1, 'l3ZH41X7rNxP2K75stSWvw': 1, 'qjRPPXpfQ9a8ZHk5sXvBCg': 1, 'C4GHQTB-G0R2Geov298GLw': 1}",
11967,Sv7eiVpVlSGGGFqMKh-SBQ,{'zhQzX3CxM0tdBXwGUWmxGA': 1},
11968,FoXPr9JiU60Q7BM3S7EuTw,"{'KP7m5DCa0N0BIwSOJgxtyA': 1, 'm_9QMfvVYFKsxPjlkCvZqA': 1}",
11969,7jyn_RGlL1PT2XJVH9rBhg,{'#NAME?': 1},
11970,rt7zFLyHkV43YYjpx4m2gg,{'uvdS1a6h0wS0R9gryFX4oQ': 1},
11971,2nXVVKX3K4Httr7-IU1Rew,{'9lWgWAARYLsSL-g4kpn_gQ': 1},
11972,EebDo0UXPKgMjV3EtrfyKg,{'dpOdiqdJ5fhbRhvqlRar_g': 1},
11973,q-1TlPLShfSTneuv15pTGw,"{'JdAyXD2lsYtOGUc7DTsVEQ': 1, '3ItRaXWNjwDbwCjp2yQICQ': 1, '#NAME?': 1}",
11974,1ItQcZDj7ADJv_g8uCXxLw,"{'diAEN3I9fXcZgNFpA5vz4g': 1, 'rtHMAC_eh46jldMEX21Zxg': 1}",
11975,sfVZVRWi_aguDSl30AjoEw,"{'1PB9xsunCoSccTmAvjMlhA': 1, 'H18C9tH4BPHkxan96bkMXQ': 1, 'hryVOl_txhl9n14d224Ssw': 1, '62EQGCWUVIRixQD_q72V0Q': 1}",
11976,3P85INFvd5Xg-FM4ioiE9g,{'uUj-mziX-qv0e1k0jkpI7g': 1},
11977,g8Ne3v4l6v67v-M8NS3TFQ,{'jrSGpWnVJy8jqgN6XSC7Nw': 1},
11978,cIHHbmD0c6rl4uyef6qZfg,{'rB6IWv6mW2IVjvgfvNGdHg': 1},
11979,1AtuQCHMbWVXZJXB3Ae8EA,{'U12GISjtUQ7j9KMJ0nfnDQ': 1},
11980,Hevo0AXVUNc6_OIQo3nYbw,"{'w76Ekjp9CY6cQ6Lamh9fSw': 1, 'DHAq_WmQwjk7gviKXwqnjg': 1, 'exyrJvzW0pXIfeWwJwYBvA': 1, '7yzFARDjgSSF7pe7IDnd_A': 1, 'F13tDMn9lncYeiW6f__s-Q': 1, 'MXlBxRhuQeZ2hkGTsdplOg': 1, 'H18C9tH4BPHkxan96bkMXQ': 1, 'gsRbzIv8Cy6M-VZ0X5M7_Q': 1, 'een998lPp1vyRKxFN_syZA': 1, 'oN552ZjtfJWV7CMtftGrfA': 1, '#NAME?': 1, 'EmfFctZmKZM4fy2rEmPZ6w': 1, 'O-1vZsYfFEtLIxulecV9Fw': 1}",
11981,JiaEJWdErPzS5EY37idm8A,"{'zAj__MuO6EAZ5_HzXjyDrA': 1, 'Nsj_sFtGulFjztuvU4I4eg': 1, 'X7844DdJO4y2oVbcpxD-NA': 1, 'QBdX_ziDIyshttyAxDnskw': 1, 'dgzU923a29Yb1M8_Rz6R4A': 1, 'i_nkxbd7feg44QkdbG05UA': 1}",
11982,c9QidYyw8PzppyoKkFYdtw,{'YIAyQtJLzL3meiiq5cJC-w': 1},
11983,QxvxDsnZHybPznseXlAL9A,"{'4eRlRYQ4iBedD7Ymiuah7Q': 1, 'v6HiAVLwKiXZ9Yqvd4ubNg': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1}",
11984,ZW9jjK3wOW7u6HWW25pg3Q,"{'JId49VgiWOS30qK7tn3JXw': 1, 'uvdS1a6h0wS0R9gryFX4oQ': 1, 'p6T_XSO4GRjCehL8FB7W3w': 1}",
11985,vIrPEsf5PQyNamZDZ4CdDQ,"{'gK7JH1FrLr1lZWRVvY8MmA': 1, 'hbFCv2Rginf9zjai-lKUNg': 1}",
11986,64xdpb_NRqKzOR-riVPgDQ,{'BAI4kpesOp539n1EBZxObg': 1},
11987,r6AnBk_hFaARsXLNQEoqhw,{'2pN9BQ0kPWjPZbTXc_NANg': 1},
11988,RENbfWPjQQvGJtuQFDeH2Q,{'ihUWFwY0r3ApW5aZ4Aqf9Q': 1},
11989,RRViQyDt2gPc-CMbgbTwbQ,"{'8bzvvfrE0r71ZrxOxAgpaw': 2, '2EEmhVhG5SCt8dEo5zf-Hg': 1, 'Io-itsowKNTl02OtA9jnZg': 1}",
11990,24mKsuqWX6iEoLuafluzWw,{'w3mThhi_o4vL8Ntq-2Zjww': 1},
11991,wBbh1J8dndGxlgXT-RkM5w,"{'Utw-lvWCFJkmRxIEDhPlhQ': 1, '#NAME?': 1}",
11992,5B8I1WOkk85ngmqdeAiX7A,{'q19XuU23LSZsFyR2-3IC_w': 1},
11993,u5Sa-CikfIYa4WqrFXRrCw,"{'Tn5Rbb_zehQL44WpytV_rg': 1, 'tv8cS4aaA1VDaInYgggb6g': 1, 'emQkvcck-uqUanJafLIKOA': 1, '90Fqfzd8zD9AuuNBSv9lAg': 1, 'IxQ1ATP_Wg_QujO9nywzcQ': 1, '079g3KpS_7j_Zw53JmD9Vg': 1, 'H75yc2Vp7d8wuAe339DpOA': 1}",
11994,GLzAllCTjoY0MpQbC4EmFA,{'YbzUYOY_ZIYTWGNw8sbgHw': 1},
11995,PiUNdKjPZD7piBqKk2HxVw,"{'41CXLCeB8z2oNdIOvnrzIA': 1, 'JsbTHeqjJ5W9VPRptV0aLA': 1, 'VttoTCACG8MRWrh3bnKyPg': 1}",
11996,GSef_h26fCZuGGXrSXEOdg,{'fHfKprgE_HqMcwxuZzBqLA': 1},
11997,lfdExbtQdvi0g2bz-lObKw,{'JdAyXD2lsYtOGUc7DTsVEQ': 1},
11998,9eaoRdmOL1sVgQQLRbqNDw,{'gR2vduMA3GESzNI8g9EEog': 1},
11999,MqKsS2iby62enC8n0w8O8Q,"{'LzQ6FWDvXfqG0gJwNzrkow': 1, 'nvXm5PONfiVm-X8eI1kvJg': 1}",
12000,gSLy4fdXb2smyGGJ7TAxNQ,"{'wlS-0nxpHQaFqv_iZ01fvw': 1, 'K7xm1AAdThx3txHkoWVyCQ': 1, 'c3GRR8q1h4fdNV7APLzSeQ': 1, 'ezi5Nz0gT5lk0nW1KTiYnw': 1, '1jl3G4VZjkEVboD7cUZ0gQ': 1, 'TJo0LRUmc9Y1J05dM6fqiw': 1, 'YRDKsBFYP7G0E8BLJKIkvA': 1, 'qemCNgjeYGcFsRwxW9x4xw': 1, 'rBRTxQBjcD4B6vCeDJMFPQ': 1, 'KmmrH1A46m8K8r_-rwWL0A': 1, '2sNSF2ttXEQKV7gADC6-Pw': 1, 'YkH9cCFCvpgeCZq0GkcvAg': 1, 'QnyzlVMyx0Exri-Lay10cA': 1, 'PmGgA12IFDwedPDAjesx3Q': 1, 'rZA_aIoKpuxXVv1gAqNW5Q': 1, '6-rJjW6ITl5o_FliiNgZRA': 2, 'imANc2oROD976RWUM2owLw': 1, 'QTwovOzlu7qIB8CBGm6luw': 1, 'LeH41wGWX-yU_exf1sJa-g': 2, 'L7d7iEiubIHC9RQHFNEMog': 1, '1sOpYOBTjOUTJBcRe3utqg': 2, 'rE0-KhjcOQOWIaiybjsDZw': 1, 'WcfPijF960O8DtSqoLIbcw': 1, '1vQLTKwmcmZXtNzfKEvMmA': 1, 'CLZwf-pAbUXRKiWhnPo2Qg': 1, 'ffVx7PrC2JSfOq_DTW-vZQ': 1, 'EYjc27Vce4tX8IZzhWZUDw': 1, '#NAME?': 1, 'JFBg0EvHlRdyWWhe9Agl0g': 1, 'YiGCPuFsQ7RsW9tOeNZ5Qw': 1, 'ouTDIL0eqSCSRxNk_Qt5_A': 1, 'xJ-Vq01ULNg_9-4CovAUbw': 1, 'VkFDer80GOrelWALdgNReg': 1, 'TJGyQhLXa1tGjs3WNT8JmA': 1, 'G9It4s0uCD11WXEbqBpWmA': 1, 'OGb4l_xFzRzTxCdNCW6XqA': 1, 'fGTrdnKyM_wdT6niaxzU3Q': 1, 'sFxTS1_APzl9GCnn0E1LiA': 1, 'CiG5CvHxYQl5DZ704a4viA': 1, 'nvXm5PONfiVm-X8eI1kvJg': 1, 'sxeuOMBRllOHXJTaUlI9kQ': 1, 'PTS4MxQel-xzj5qWxVn3LQ': 1, 'zUzEjxKEn8eNVksImZ2oGw': 1, '2Igiyhi82R8_QaaPplRmCw': 2, 'oJwy0ELke7wS6WsztypYwQ': 1, 'SJJkNi3nbWyGLBo6U7x8_Q': 2}",
12001,XHIyYDUsKa-_hxIrj97mag,"{'utIjhLQ4aowlreRuchFpBA': 1, 'b6H3J8zWmFhzHiqSIpymvA': 1}",
12002,eq2ndZVIFIYIIirmULZRSA,{'WsnNBqhJWsmuyJ1UkL2KTw': 1},
12003,Ul6vMJF5soLlINimtRz_SA,{'nP_-BYWSPNEeVY7L2tSojw': 1},
12004,FnLAaPxVPIBO_X_NiIP_1Q,{'GM4-aWjgQjxN8sOwff7Ufw': 1},
12005,3WUkT1za4N_UXc_EPmRQZQ,{'1uPTCXmcAVujpLs1ieLUzg': 1},
12006,lIF3T6RYdD7ooBlX_Zeptw,{'v7e-GIGgEIFANhHsywlhrw': 1},
12007,tweFLfLWo9tgSZAJj0bPlA,"{'ezi5Nz0gT5lk0nW1KTiYnw': 1, 'AwQwf4mbaJfE4F5Tk2KQRg': 1, 'H18C9tH4BPHkxan96bkMXQ': 1, 's5ZdjjFX3CS2uS6_oVH7CQ': 1, 'NeUf9FyCCIN4MEseNyqkXQ': 1}",
12008,8uuIeCVR4_gbt0x0uM03dQ,{'XY3aIm-0PZMXXkVKECD7uw': 1},
12009,699wa1GryInN_weJHmZL4A,{'p-pNrRWnBqrhcSbRN2DT8Q': 1},
12010,dF0dxfdPCjKlmVjyWAbGXw,{'079g3KpS_7j_Zw53JmD9Vg': 1},
12011,Zz782Fz3aTGBcbDaJGgkjg,{'Rht_xxtVzTJK2IgrrXmppw': 1},
12012,QDirgB3cwUUp6dI6SIeydA,"{'OhjPgyBZudumBTF52HKMGg': 1, 'S0C-7Exxkd_lupkjSwpFaw': 1, 'NeUf9FyCCIN4MEseNyqkXQ': 1}",
12013,51bTqrmIslXzJmWKZrWt2A,"{'v7e-GIGgEIFANhHsywlhrw': 1, 'Mfm2tNreFppzEFY-f69nDg': 1}",
12014,Md0mR2_6HLa-rK_buRbudA,"{'PhzATk8aYydq9E0Aj4-fwA': 1, 'pnyf63lJinJjmRvwZXoxsA': 1, 'nP_-BYWSPNEeVY7L2tSojw': 1, 'VmYWzpY2fCrIav5SbfCL1A': 1, 'ffVx7PrC2JSfOq_DTW-vZQ': 1}",
12015,8Er0va3DPtsjdQArYh1ZsA,"{'dYMndkef2V9oQSG31VbTsA': 1, 'gu9qDUz44-8H1vdq_MQymQ': 1, 'VLXFrRkD7g2eLjloFQcKfg': 1, 'wQ3klyJeDhIQUIZS2X5r7Q': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1}",
12016,fi9LA1S5FZQ8dx04mkmPkg,{'0H8Xo8XtA6GkSI2hAF0LKw': 1},
12017,JIoA8tgJ22j8P7AxvU5GJg,"{'ptqJJKXLH_1RD9HwS8fxWg': 1, 'Ez29ELM7obiqamn3It7FcQ': 1}",
12018,wYBmPcyjnFNcOPxe1LZcIw,"{'Ug-Kof6Od43fubcwZePMFA': 1, '63rmr1oM0BbAXcUfNEaieQ': 1, 'wQ3klyJeDhIQUIZS2X5r7Q': 1, 'XY3aIm-0PZMXXkVKECD7uw': 1}",
12019,lH9HUHVgBVXhGpPG3m4xAg,{'cRHkJnBe8kvoyzQs8Q951w': 1},
12020,Naay7ne7lA2pi9bWXK6XqQ,{'vPQPsC_NkQPKDs5ljbgB3A': 1},
12021,CUMNP_-c_Yr9c4C4HyRZug,{'ovIUSeYR4kncxyv86D6QPA': 1},
12022,sKtmrRvPMn5GRTnHYd41CA,"{'mtchqm9cDlMewP8A_enSzg': 1, 'gNiqOjhVCcGTniZWDBTYtA': 1, 'kg4AP5am_IUczgp1neOvMw': 1, 'uvdS1a6h0wS0R9gryFX4oQ': 1}",
12023,7Gh8WPQC2mVH4uJLLJtTrQ,{'XY3sN_2uusMSU9i1WINFeg': 1},
12024,R9KRpOHkEpvr8v8hrz4Ufg,"{'ewN984Rvux04uuQFrGu7mw': 1, 'Ak4s2gS-jx8iW33jY4u3jA': 1, 'RjavzMXChoFWdsIZnfs5YQ': 1, 'ek4oL7RAsh55jjj5mqUcQw': 1}",
12025,rv_ZzkLpiSL2-LqEsa6-jA,{'jCF0FVX7jB5VLXx3i8qzow': 1},
12026,dQ9qCoyT4nXxxA3S-LhuBA,{'7668KFSOv4jCk2fbzigfOw': 1},
12027,iDGEYlC42AUoZogsChNf8A,{'UXlGymo9AduQcq-Q-H16og': 1},
12028,8xpQnva5gp9azqLODDty0A,"{'MXlBxRhuQeZ2hkGTsdplOg': 1, '#NAME?': 1, 's5ZdjjFX3CS2uS6_oVH7CQ': 1}",
12029,K03HOsLtO7YvWp4TdsJALw,"{'BrPTaXUVu-VH-PDFFTrmCQ': 1, '0ayh3LxJwSbJEOlBCx9APA': 1}",
12030,uA5QgEtGtwnT_n0JRwEMHA,{'Ump9ZR6bsyXnHgxWCxcHxA': 1},
12031,4oFIudKHg0Qr0Rtpi-e_Ew,"{'p3nhCZcjYUiP5LGJd3W2gg': 1, '78JJr9A0MbbHuXE1XUr-bQ': 1, 'gu9qDUz44-8H1vdq_MQymQ': 1, '1JcoUEPkcGQtCEed-OdezQ': 1, '8zdeaK3PWDsr5Kq4UOuNSw': 1}",
12032,hRD_h1ORgTXi_U5SW4Hqmw,"{'T9Md0XBC8iZeFG0OQwbg0g': 1, 'SzYlhYIN2i2RDYs2YCrygg': 1}",
12033,mONs05WBKG29PXxlhDRxJA,"{'9ylfrWjdX6CltGs_Qcv7Ng': 1, 'NeUf9FyCCIN4MEseNyqkXQ': 1}",
12034,RVQCpp3SbFaR6EzvnJgz_w,{'CKoH7hdT4HNykFg0scBImw': 1},
12035,6aJCPbQc8n2tEXUBqqL1AQ,"{'7wT532x2Qz5Hw9BqtBapqw': 1, 'bufORugql7KgD_d5KvhxDQ': 1}",
12036,zG9O47isabz33w7We8JXTw,{'ifVVRWX3oEe2tPAcBLPrRw': 1},
12037,9MgWNvqRsnwea8dM7dcI9A,{'jgc_K9MEC-a_oXdy1frvKg': 1},
12038,KxI7-l9UVeUySlPsVT5Fzw,"{'diVJtnXItoMymDfJkSAV1w': 1, 'eoCnHe4RVytI2C9DJlmbeA': 1, 'h27XSUr66bI87J01FsYDpw': 1, 'KeJEHK-3LCsA7S3HckOvMg': 1, 'clvKNlfy-rzqiXlSjibv8g': 1, 'FHJffCErIMPEqnVb2-RT4Q': 1, 'zUzEjxKEn8eNVksImZ2oGw': 1, 'QUQnWkPauoh6z42X5JQPUw': 1}",
12039,VxT0Op5Q_F05Tcg3N6dluw,"{'NMLtK_ZDHTD_UQ33-A-N0A': 1, 'zdQtFKPC6FmF-fYqX73baA': 1, 'BfvzYmIkVgceomExPsChqQ': 1, '_KvGddVMM3d2f7NEa_eOtA': 1, 'bwu0cUZfksuu-uzTPrrl2A': 1}",
12040,4LSz-_CnXcAMRF7BYI00Vw,{'A61mX9Ed_txnw-S9idIdZg': 1},
12041,v5z3V67bt1V1_rd5sL6tyw,"{'5reb2cEaziuyHOpnbh1XtA': 1, 'gr6AoBJ5MEkZynXP_MHs1w': 1, '0ayh3LxJwSbJEOlBCx9APA': 1}",
12042,GO1nOCd7HBpkza1BLS3s7Q,"{'CDuxCxTiuGXC6saLoywymQ': 3, 'YgPWKeEOgAy4IyEMRxrwdQ': 1, 'K10SpnV1o3bJNGBOesHtXg': 1}",
12043,jtn-rkkQRq70rCc2TpyKpA,{'gnOinDdd0TNIX6Q4DJnYyg': 1},
12044,Gd5imSx6Y3I4qv0-8CyUfw,"{'Rht_xxtVzTJK2IgrrXmppw': 1, 'cUh-c1PgFFzjAc9HdlABCw': 1, 'UXlGymo9AduQcq-Q-H16og': 1, 'FZMQgCGGYDEXcQhZslAHxw': 1, 'r9rub_ajcb-3yYsYYD5apw': 1, 'dGpmXpNSvVSnfB65UwfDtQ': 1, 'kc5gJPisT5L5z8lLa9FV9A': 1, 'p1Wb4mEH04qrUMfmPepFzw': 1, '39zsyVps1bjZH-Seunc5OA': 1, '6THckpNEt8VlGpYgC_4JcQ': 1, 'AJ_tIT3N1SLLmlphsc94BA': 1, 'wTdSQoVHBA1HHOBLa_t8Pg': 1, '3ob9ayBETS6z3cn6Hugz7g': 1}",
12045,UTGqubcmDv1cNe5-k8-OeA,"{'rE0-KhjcOQOWIaiybjsDZw': 1, 'IL5WR-5p2vDCyymvytj5Pw': 1, 'sF8rL9XOz4v48YdTucaBGQ': 1, 'y_jsnI8NUThDecWmgL_soA': 1, 'JiVDVmRPgt9sqZbxIzQnow': 1, 'p1Wb4mEH04qrUMfmPepFzw': 1, '079g3KpS_7j_Zw53JmD9Vg': 1, 'vMCCvnDU-Iz_D_pmbcMqzA': 1}",
12046,N6E0CWXerATcOjNSYurthQ,"{'l_Ps014w1LrzLrEeswJp2Q': 1, 'jR7rDinCcHNZxl4jA0iKJQ': 1}",
12047,XBokidxVEmbmUUt_YQnkqg,{'JId49VgiWOS30qK7tn3JXw': 1},
12048,v6Lw_-S-9DDYqtD3Bj4BAg,{'H75yc2Vp7d8wuAe339DpOA': 1},
12049,UNreN78SJEV-fabY8vzEFA,"{'coo6eAhevrKNC1azLAfGaw': 1, 'sF8rL9XOz4v48YdTucaBGQ': 1, 'rellBaGc6G4mgcqSACGL5w': 1, 'HlZkklWH0SygopMt_48IIQ': 1, 'aXR5-C3zCnXGYhDC3pFuiQ': 1, 'IEHaU93HpEbdUO4z4bKzDw': 1, 'C2BferG4f-WQJQuTvyRzlA': 1, 'Q4ULAiIE2qCA4RYplCTrUQ': 1, 'vgXE1I7c9ElcfYyZfQiN1Q': 1, 'cc4BvGK8eRu-fFE4GK3vSQ': 1, 'gbTYxxfAHVjQ0jEg6QfZmg': 1}",
12050,R_o5oisPgCs0L_-jZ84R-A,{'TRLMm_deLvlPNmGNqRxcow': 1},
12051,L0YNh-k7wbaMaU8g-kjPJg,{'SxWpUJPBKpDwnt8DbVgVwQ': 1},
12052,gqXxDC9ZVDDCQmov4V3_0A,"{'2i5ttyWIY-VPfp4dgWb5Cw': 1, 'v7e-GIGgEIFANhHsywlhrw': 1, '1uPTCXmcAVujpLs1ieLUzg': 2, 'kg4AP5am_IUczgp1neOvMw': 1, 'Dg6mddtLmjz580JVyyx9fg': 1, 'lHP5STO7aomlEQixH8m1aA': 1, 'TJo0LRUmc9Y1J05dM6fqiw': 1, 'aHerF5k5pkMDTdNSpIdTyw': 1, '3KCL_Bu8mOk-h7Bp-IXL8Q': 1}",
12053,jaXMHIBozcezizhEq9D7NA,"{'f_yZqnq6bOpFpmS_E1nJww': 1, '5Udv4CASAXB2eH66TefWPQ': 1}",
12054,DECCFyJz3KdyDmfsr28QZw,{'wgSCc7Ut2C4OkmvoeSLIrQ': 1},
12055,z1Pc7RhG_vGcFzUkcOEYag,{'YYce9ncwXBgOjU6ItboZ1Q': 1},
12056,oihZaGvGcBOTyVfZ2fSxRA,{'A-7LUuRxyWAvX5IuUg6A7A': 1},
12057,zU5NcD0VC9orDsznksXGfg,{'XmdTkxKyJd7TuDLoiic1kg': 1},
12058,m3ivP753Wq_fVAkmMEibTQ,{'EbYGsrovAJRNitvkmAix3g': 1},
12059,BgJTSqaLUMDpuNdz6HVrsw,"{'9mwShpTgZofOujt4JfyGmw': 1, 'Pi195u1UJdTnNEsaR2Y7yA': 1, 'SKQgrrPaatieak3XKBDXYA': 1, 'Ya0oNqP8mzPU5HwMdgf5zQ': 1}",
12060,ydH2NchkJLrefpB1i8FVlg,"{'YeiH-kbGrwmIJlauSP_-dA': 1, '9ylfrWjdX6CltGs_Qcv7Ng': 1, '63M2e_wSmQ8GbLDUau5K6Q': 1, 'pMm91uJMxfq6CFON9LqLRg': 1, 'Aii-cjUiQiBCkukhfnJJmA': 1}",
