"","X","business_id","clusters","regression_value","after_Jan2010_count","after_Jan2014_count","after_Jun2014_count","after_Jan2015_count","ratings_avg","users_sum","weighted_regression_value","categories","city","state","name","review_count","stars","latitude","longitude","attributes.Alcohol.","attributes.Ambience..casual.","attributes.Ambience..classy.","attributes.Ambience..divey.","attributes.Ambience..hipster.","attributes.Ambience..intimate.","attributes.Ambience..romantic.","attributes.Ambience..touristy.","attributes.Ambience..trendy.","attributes.Ambience..upscale.","attributes.Delivery.","neighborhoods","open","predicted_value"
"1230",1229,"Aii-cjUiQiBCkukhfnJJmA",6,108,20,8,7,2,4.226812608,40.50333333,171.2,"[Museums, Arts & Entertainment, Art Galleries, Shopping]","Pittsburgh","PA","Carnegie Museum of Art",27,4,40.4435096,-79.9495912,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,89.8949499999999
"1231",1230,"Sr98G9lk8nWMGOoxO_fUQA",222,67.5,13,6,5,2,4.399055118,10.58333333,46.55666665,"[Bakeries, Food]","Pittsburgh","PA","Signature Desserts",15,4.5,40.3684469,-80.0130696,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[]",TRUE,63.7124666666666
"1232",1231,"U071C9Sl-ICavtE0hUMpcw",1,10.5,3,0,0,0,5,0.82,4.1,"[Optometrists, Ophthalmologists, Health & Medical, Doctors]","Pittsburgh","PA","Pittsburgh Eye Associates",3,3.5,40.4659206,-79.9526441,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bloomfield]",TRUE,11.7081333333333
"1233",1232,"YTqSkgOiiI9HG3hNH7ovfg",1,73.5,19,4,4,2,3.252907375,24.36333333,79.25166667,"[Seafood, Restaurants, Italian]","Pittsburgh","PA","Lombardozzi's Restaurant",21,3.5,40.4606393,-79.9471799,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Bloomfield]",TRUE,72.7564
"1234",1233,"YgpvEiMnwxA0aLayi2w6hg",2,40,9,2,2,1,4.012362637,7.28,29.21,"[Skin Care, Day Spas, Massage, Beauty & Spas]","Pittsburgh","PA","Spa Jema",10,4,40.4388814,-80.0049133,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,41.6991333333334
"1235",1234,"bi09mHAMWmb6RIhqP2p1BA",35,157.5,43,12,12,12,3.590909091,14.66666667,52.66666668,"[Barbeque, Restaurants]","Pittsburgh","PA","Smoq Pitt",45,3.5,40.3951787,-80.0225039,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Brookline]",TRUE,162.693233333333
"1236",1235,"cecwsACjPYzCv8ToGt8yVA",2,40.5,8,4,3,2,4.848656218,30.945,150.0416667,"[Arts & Entertainment]","Pittsburgh","PA","Pittsburgh Symphony Orchestra",9,4.5,40.44273393,-80.00208735,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,42.55255
"1237",1236,"fNrQg2ORp4zj5gC75dwlWg",23,294,81,36,30,11,3.452843323,69.43166667,239.7366667,"[Breakfast & Brunch, Diners, Restaurants]","Pittsburgh","PA","Kelly O's Diner",84,3.5,40.4540482,-79.9814381,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Strip District]",TRUE,289.45065
"1238",1237,"mKgUUpYWk5Wffcx99vBbMg",27,9,3,0,0,0,4.000000001,1.653333333,6.613333334,"[Hair Salons, Beauty & Spas]","Pittsburgh","PA","Family Hair Center",3,3,40.368716,-80.034629,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,11.9399
"1239",1238,"rUQfZOengMpXFkLvJrNJ3g",314,103.5,22,8,3,1,4.619734888,59.47166666,274.7433333,"[Food, Tea Rooms, Breakfast & Brunch, Bed & Breakfast, Hotels & Travel, Restaurants]","Pittsburgh","PA","The Inn on Negley",23,4.5,40.453359,-79.931454,"none",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Shadyside]",TRUE,112.062583333333
"1240",1239,"scB9lXvcnsunIvUQMsG2fQ",4,13.5,2,1,0,0,4.999999998,1.206666667,6.033333333,"[Local Services, Shipping Centers, Post Offices, Public Services & Government]","Pittsburgh","PA","US Post Office",3,4.5,40.470517,-79.961264,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,13.9308833333333
"1241",1240,"sdaDNwIM19YnYULhTw1iuw",76,15,3,1,1,1,5,1,5,"[Tattoo, Piercing, Beauty & Spas]","Homestead","PA","Screaming Crow Tattoo",3,5,40.4070884,-79.9105706,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Homestead]",TRUE,15.383719047619
"1242",1241,"7eqqQAwMG3jbTxnR6fNk2Q",55,92,22,7,5,3,3.983798932,19.03166667,75.81833335,"[Veterinarians, Pets]","Pittsburgh","PA","East End Veterinary Medical Centre",23,4,40.4577511,-79.9285556,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,96.22965
"1243",1242,"KrUOYGmjj_aSJG06i8ja9A",69,55,11,3,3,1,5.000000001,7.033333333,35.16666667,"[Hair Salons, Beauty & Spas]","Pittsburgh","PA","Motive Salon",11,5,40.45232054,-80.01662621,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[North Side]",TRUE,57.9592666666667
"1244",1243,"PP1iNmpyRIEVpWv98IVvFw",2,234.5,62,35,29,9,3.873770253,57.09166667,221.16,"[Seafood, Steakhouses, Restaurants]","Pittsburgh","PA","Eddie Merlot's",67,3.5,40.4408674,-80.0047092,"full_bar",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,250.48505
"1245",1244,"QOwoKLXHMyeDaD5996Z9hg",64,117,26,18,14,4,4.548406863,21.76,98.97333334,"[Sushi Bars, Chinese, Restaurants]","Pittsburgh","PA","John's Chinese & Sushi Restaurant",26,4.5,40.3527436,-80.051873,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[]",TRUE,120.319333333333
"1246",1245,"WNGyIejOcpJpNgxqWPDwHA",35,59.5,15,7,3,2,3.713349225,13.98333333,51.92499998,"[Pizza, Restaurants]","Pittsburgh","PA","Antonio's Pizzeria",17,3.5,40.3935912,-80.0202601,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Brookline]",TRUE,57.7611666666667
"1247",1246,"YYce9ncwXBgOjU6ItboZ1Q",148,604,129,55,41,19,4.338807425,140.2566667,608.5466669,"[Pizza, Salad, Restaurants]","Pittsburgh","PA","Spak Brothers Pizza and More",151,4,40.465073,-79.942513,"none",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Garfield]",TRUE,633.610433333334
"1248",1247,"_-1EgXrkOlKajCsmasuEgg",104,88,22,10,8,5,4.025385089,13.525,54.44333333,"[Restaurants, Italian]","Pittsburgh","PA","Village Tavern and Trattoria",22,4,40.441158,-80.03373347,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[West End]",TRUE,91.8200666666666
"1249",1248,"_y7PECWjxr_E-hhmDVdEjw",1,31.5,6,2,1,1,5.000000001,10.23,51.15000001,"[Gift Shops, Flowers & Gifts, Shopping]","Pittsburgh","PA","Merante's Gifts",7,4.5,40.4619134,-79.9490101,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bloomfield]",TRUE,34.8392166666667
"1250",1249,"bUmnZJ1DjtDP2_qb2M62mg",177,704,166,72,54,20,4.145444432,170.7983333,708.0349998,"[Restaurants, Italian]","Pittsburgh","PA","E2",176,4,40.475437,-79.919706,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Highland Park]",TRUE,717.723233333333
"1251",1250,"jbbaOY_Jh71a9i7JDmkY8g",315,15,3,0,0,0,4,1.565,6.26,"[Food, Grocery]","Pittsburgh","PA","Shop 'n Save",5,3,40.4051093,-79.99071,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Carrick]",TRUE,15.3523333333333
"1252",1251,"lVq2xqwCnccZ3oI5CdAD5Q",4,140,32,10,6,3,3.478665823,47.42,164.9583333,"[Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants]","Pittsburgh","PA","Thunderbird Cafe",40,3.5,40.4695091,-79.9617917,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Lawrenceville]",TRUE,136.006633333333
"1253",1252,"l_Ps014w1LrzLrEeswJp2Q",263,36,6,1,1,0,3.860629171,8.741666666,33.74833333,"[Local Services, Dry Cleaning & Laundry]","Pittsburgh","PA","Sip N Spin",8,4.5,40.4066479,-80.028503,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Beechview]",TRUE,33.2821333333333
"1254",1253,"o8rfoxD5KyMUNxeWIaJhJw",316,32,7,6,4,1,4.282990839,6.731666667,28.83166667,"[Bars, Sports Bars, Nightlife]","Pittsburgh","PA","Pope's Place",8,4,40.45667011,-79.96767583,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[Polish Hill]",TRUE,34.0392666666667
"1255",1254,"p6T_XSO4GRjCehL8FB7W3w",8,153,52,31,31,16,2.791208328,39.545,110.3783333,"[Mexican, Restaurants]","Pittsburgh","PA","Steel Cactus",51,3,40.428879,-79.979321,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",TRUE,163.228166666667
"1256",1255,"x9vi-Xb0MlyvnyfnUwjI2Q",23,27,4,0,0,0,5.000000001,23.75333333,118.7666667,"[Arts & Entertainment, Art Galleries, Shopping]","Pittsburgh","PA","Penn Avenue Pottery",6,4.5,40.4509568,-79.9844725,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Strip District]",TRUE,24.3353666666667
"1257",1256,"1jl3G4VZjkEVboD7cUZ0gQ",50,174,53,29,19,8,2.922166697,64.36833333,188.095,"[American (New), Restaurants]","Pittsburgh","PA","Walnut Grill",58,3,40.3809456,-80.0447335,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",FALSE,178.840516666667
"1258",1257,"9VtaTbTKVK9sQVy4j2RO-w",223,80.5,18,7,5,1,3.385065478,23.92666667,80.99333335,"[Bars, Nightlife]","Pittsburgh","PA","Bob's Garage",23,3.5,40.4895888,-79.8723628,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[]",TRUE,75.3047999999999
"1259",1258,"EbYGsrovAJRNitvkmAix3g",6,301.5,51,15,11,2,4.265534697,195.235,832.7816666,"[Colleges & Universities, Museums, Arts & Entertainment, Education]","Pittsburgh","PA","Cathedral of Learning",67,4.5,40.44419679,-79.95344545,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,297.196816666667
"1260",1259,"O17FBkknzlwPJhXX3tEQ-g",2,116,28,21,21,11,3.772988506,31.32,118.17,"[American (Traditional), Sandwiches, Restaurants]","Pittsburgh","PA","Hundred Wood",29,4,40.43798717,-80.00210519,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,121.657183333333
"1261",1260,"YvjOCkWxckLzdTlr4bl7Rw",2,31.5,5,1,1,1,5,1,5,"[Barbeque, Restaurants]","Pittsburgh","PA","Z-Best BBQ",7,4.5,40.438672,-79.98757,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[The Hill District]",TRUE,21.7555166666667
"1262",1261,"k04APRKYjGhOKU9-v6oxyQ",157,36,7,4,4,3,3.862049938,12.08166667,46.66000001,"[Restaurants, Sandwiches, Italian]","Homestead","PA","Old School Italian Sandwich Shop",9,4,40.4085601,-79.9024095,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Homestead]",TRUE,33.6818166666666
"1263",1262,"oH-N5ONrsWK8jWuq8p653w",2,30,12,4,4,4,2.866157761,13.1,37.54666667,"[Beauty & Spas, Nail Salons]","Pittsburgh","PA","Kenny's Nail Center",12,2.5,40.439597,-80.00141,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,33.7044666666667
"1264",1263,"ovIBsFKQP7-OdWa8Sb7gGA",8,98,26,17,17,17,3.75308642,27,101.3333333,"[Italian, Pizza, American (Traditional), Restaurants]","Pittsburgh","PA","Circolo Woodfired",28,3.5,40.4282768,-79.9761227,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",FALSE,103.465933333333
"1265",1264,"zXm5cjyEl5hUrUvuWiYLHw",8,12,2,0,0,0,4.000000001,14.17833333,56.71333333,"[Food, Farmers Market]","Pittsburgh","PA","South Side Farmers Market",3,4,40.4287528,-79.980545,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,13.5623666666667
"1266",1265,"0bDp9GJBQ4K4ZTzvewLoVA",23,56,17,6,6,3,3.828137718,40.95333333,156.775,"[Food, Specialty Food, Meat Shops]","Pittsburgh","PA","Strip District Meats",16,3.5,40.4522723,-79.9826658,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Strip District]",TRUE,63.2393333333333
"1267",1266,"0h2My97xjAjc1pNrMM266Q",317,150,25,14,14,10,4.604056184,23.25666667,107.075,"[Bakeries, Food]","Pittsburgh","PA","Five Points Artisan Bakeshop",30,5,40.4442936,-79.9169098,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Squirrel Hill]",TRUE,135.29785
"1268",1267,"6Ela-jlBHDohrredgr3D0w",76,22.5,5,2,2,2,5.000000002,3.333333333,16.66666667,"[Professional Services, Interior Design, Home Services, Advertising, Web Design]","Homestead","PA","Studio Am",5,4.5,40.40753143,-79.91002483,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Homestead]",TRUE,23.2623833333333
"1269",1268,"CSsVUZNYrROBdn6YQoDgOQ",8,96,14,5,4,2,3.859429219,23.535,90.83166667,"[Dive Bars, Bars, Nightlife]","Pittsburgh","PA","Dee's Cafe",24,4,40.4285864,-79.9846737,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[South Side]",TRUE,78.1596
"1270",1269,"O3I-lmolfNny4FHu_GmThw",40,66,21,5,5,2,2.821585655,29.55666667,83.39666669,"[Food, Ice Cream & Frozen Yogurt]","Pittsburgh","PA","Happy Berry Frozen Yogurt",22,3,40.4516251,-79.9327303,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,70.4175333333334
"1271",1270,"PavTvJ4JSe9rAwjlr-wrsg",318,153,32,9,3,2,4.554907951,41.46333333,188.8616667,"[Local Services, Building Supplies, Home Services, Recycling Center]","Pittsburgh","PA","Construction Junction",34,4.5,40.44961692,-79.89885561,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Point Breeze]",TRUE,158.42855
"1272",1271,"UK3I6zxc4D1xwjItJ9vWyw",60,168,45,14,14,7,2.863185034,138.9833333,397.9349999,"[Shopping Centers, Shopping]","Pittsburgh","PA","Station Square",56,3,40.433197,-80.0037035,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,172.590666666667
"1273",1272,"WH9VFiRIt1z0faVqH_qzzg",6,40.5,8,4,2,1,5,19.66666667,98.33333335,"[Museums, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces]","Pittsburgh","PA","Soldiers & Sailors Memorial Hall & Museum",9,4.5,40.445051,-79.956439,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,43.4588
"1274",1273,"YgPWKeEOgAy4IyEMRxrwdQ",319,50,8,6,5,5,4.29617628,7.715,33.145,"[Health & Medical, Massage, Chiropractors, Beauty & Spas]","Pittsburgh","PA","Tepe Chiropractic Center",10,5,40.452847,-79.9291586,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,45.821
"1275",1274,"_qlkUN9V2zpDpxNHsg8PZg",6,56,13,5,3,3,2.169415645,21.22,46.03499999,"[Beauty & Spas, Nail Salons]","Pittsburgh","PA","S & T Nail Design",16,3.5,40.4407589,-79.958856,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,34.6415833333333
"1276",1275,"ahmLb4mLZ-pEiQZVdBqKdw",2,9,5,1,1,0,1.75161987,6.945,12.165,"[Burgers, Fast Food, Restaurants]","Pittsburgh","PA","McDonald's",6,1.5,40.441237,-80.003478,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Downtown]",TRUE,11.6628666666667
"1277",1276,"m_kVf_mvLKSfy2fmYJH7dA",320,28,6,3,2,2,3.759075908,4.545,17.085,"[Tires, Automotive]","Pittsburgh","PA","Pittsburgh General Tire",7,4,40.463206,-79.968934,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,27.6575666666666
"1278",1277,"obAdXU3RULuUOww759_h_w",321,45,8,3,3,0,4.875743708,7.283333333,35.51166667,"[Food, Grocery, Event Planning & Services, Caterers]","Pittsburgh","PA","Tom Fridays Market",9,5,40.481272,-80.041641,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Brighton Heights]",TRUE,44.3197333333333
"1279",1278,"vsAxFICzxvaQv7Jjj52Jqw",188,121.5,26,6,5,3,4.685964485,13.70333333,64.21333331,"[Food, Bagels, Juice Bars & Smoothies, Coffee & Tea]","Pittsburgh","PA","BeanThru",27,4.5,40.4866151,-80.0549044,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Bellevue]",TRUE,120.08565
"1280",1279,"01a4YOjiBbPUBxvgX6F7VQ",50,15,4,2,2,0,5,1.81,9.05,"[Acupuncture, Traditional Chinese Medicine, Health & Medical]","Pittsburgh","PA","Chinese Acupuncture & Herbs Center LLC",3,5,40.38177,-80.045186,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,17.56125
"1281",1280,"3UL1To_gn_eOY5iFH5oBxA",40,20,4,2,1,1,4.374423963,4.34,18.985,"[Sporting Goods, Shopping]","Pittsburgh","PA","Tennis Village",4,5,40.4509532,-79.9349372,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,20.8329
"1282",1281,"7VDwNJE2_5d8ifONCfpdHw",2,94.5,24,10,10,10,4.2,11.66666667,49.00000001,"[Delis, Restaurants]","Pittsburgh","PA","Szmidt's Old World Deli",21,4.5,40.4434132,-79.9961509,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",FALSE,98.4083333333333
"1283",1282,"9MpJPuR-IL_sj842pofLPQ",322,17.5,5,2,0,0,3,14.38333333,43.14999999,"[Pizza, Restaurants]","Pittsburgh","PA","Alex's Corner Pizza Shop",5,3.5,40.45853,-79.947121,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Bloomfield]",TRUE,18.5334666666667
"1284",1283,"AuhN2byA2Cyn-uzWD-pJxw",6,128,27,12,10,2,3.566454717,48.49166667,172.9433333,"[Fast Food, Mexican, Restaurants]","Pittsburgh","PA","Chipotle Mexican Grill",32,4,40.4410144,-79.9579228,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Oakland]",TRUE,128.128666666667
"1285",1284,"BQyylXNvCFvWTzuHEejW_Q",23,40,7,2,2,1,3.4875,7.466666667,26.04,"[Sporting Goods, Fashion, Shopping, Sports Wear]","Pittsburgh","PA","Yinzers",10,4,40.452379,-79.982569,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Strip District]",TRUE,34.3446833333333
"1286",1285,"Fx9NGStq3-YpG1zcHzJftA",55,52.5,11,4,1,0,2.854230205,29.51,84.22833335,"[Food, Coffee & Tea]","Pittsburgh","PA","Starbucks",15,3.5,40.4585401,-79.9296808,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,46.5119166666667
"1287",1286,"HI9CqiL7CeoiWz8hjvhgxg",2,31.5,6,2,1,1,4.392599869,5.09,22.35833333,"[Bars, Nightlife]","Pittsburgh","PA","Shale's Cafe",7,4.5,40.4385194,-79.988549,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[The Hill District]",TRUE,31.8476333333333
"1288",1287,"NaRkccIbBE3gt-3fne_bDA",113,60,16,9,6,1,3.006896284,43.01833334,129.3516667,"[Shopping Centers, Shopping]","Pittsburgh","PA","Galleria",20,3,40.357213,-80.0520951,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,63.1942166666667
"1289",1288,"VcubksW4ME1pI67behQqkQ",2,25,9,2,2,2,1.5,2,3,"[Indian, Restaurants]","Pittsburgh","PA","Mezbaan Indian Cuisine",10,2.5,40.4376677,-80.0004885,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,24.3688
"1290",1289,"_sKjDjYulL0Wf_AAqz8QaQ",6,42,10,1,1,0,4.041614123,7.930000001,32.05,"[Local Services, Sewing & Alterations]","Pittsburgh","PA","New Oakland Tailor",12,3.5,40.4394979,-79.9573863,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,43.4058
"1291",1290,"cMye2oCRy1qAvwMK-7i6JA",8,176,38,9,5,0,3.959075658,70.53666667,279.26,"[Bars, Nightlife, Lounges]","Pittsburgh","PA","Club Cafe",44,4,40.4289303,-79.9866053,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"[South Side]",TRUE,182.879583333333
"1292",1291,"gsS84lf4hAVEWdP__oFR7g",2,64,15,8,8,5,4.203988996,12.11666667,50.93833335,"[Food, Ethnic Food, Restaurants, Mediterranean, Specialty Food]","Pittsburgh","PA","Bombay Gyro's and Lunch Box",16,4,40.4442059,-79.9955278,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,62.8691666666666
"1293",1292,"kV1Ev0RA3L1gRbU8GLeN2Q",127,124,29,11,9,4,3.553956531,39.49166667,140.3516667,"[Italian, Pizza, Restaurants]","Pittsburgh","PA","Carbonara's Restaurant",31,4,40.367905,-80.0366279,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,124.114566666667
"1294",1293,"koMMs8T6UgrXGKHoFQy-7Q",4,27,5,2,2,2,4.407514451,6.92,30.5,"[Shopping, Home & Garden, Furniture Stores]","Pittsburgh","PA","Pittsburgh Furniture Company",6,4.5,40.470943,-79.9600419,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,26.9889
"1295",1294,"ncJHHRHqsEKUl_5InoDBRA",49,28,6,1,1,1,4.261437908,3.825,16.3,"[Local Services, Sewing & Alterations]","Pittsburgh","PA","Topline by Vincent",7,4,40.4572664,-79.9254416,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,29.7726666666667
"1296",1295,"o1qRMk4RiYJoQdo-jrrmRQ",1,150,28,17,12,4,4.880903641,22.79666667,111.2683334,"[Tattoo, Piercing, Beauty & Spas]","Pittsburgh","PA","Gypsy Tattoo Parlor",30,5,40.46565247,-79.95580292,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,153.864633333333
"1297",1296,"o5JECHG9DhHsYX03M7DULw",2,10.5,3,0,0,0,3.219250412,19.255,61.98666668,"[Food, Coffee & Tea]","Pittsburgh","PA","Crazy Mocha Coffee Company",3,3.5,40.439946,-80.00348,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,11.9429666666667
"1298",1297,"rcCGdKxMPJk4lCzZZ1i_bA",23,2871,582,274,211,103,4.785981805,489.5066667,2342.77,"[Argentine, Restaurants]","Pittsburgh","PA","Gaucho Parrilla Argentina",638,4.5,40.449077,-79.987519,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Strip District]",TRUE,2728.3649
"1299",1298,"u3P89EnLw2_RMdu9sW-qIw",288,40.5,6,2,1,0,4.641137856,18.28,84.84000001,"[Active Life, Amusement Parks]","West Mifflin","PA","The Thunderbolt",9,4.5,40.3876212,-79.8640073,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,33.6525
"1300",1299,"9-ajcNoEnO2ncMi6iiyKmA",49,130.5,28,17,14,9,4.379024145,26.50666667,116.0733334,"[Caribbean, Restaurants]","Pittsburgh","PA","Impressionz",29,4.5,40.46234541,-79.92416516,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[East Liberty]",TRUE,132.8153
"1301",1300,"9tEz0kwrEnhi7-CVg8pktw",2,13.5,3,1,1,1,5,1,5,"[Food, Coffee & Tea, Sandwiches, Salad, Restaurants]","Pittsburgh","PA","Verde Good Beans",3,4.5,40.4370074,-80.0000142,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,14.1782380952381
"1302",1301,"KPfW7qrWT_JdRHwM0k8yiw",6,355.5,72,48,48,39,4.304495894,60.685,261.2183333,"[Bangladeshi, Indian, Restaurants]","Pittsburgh","PA","Bangal Kabab House and Restaurant",79,4.5,40.439047,-79.9554689,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Oakland]",TRUE,353.879466666667
"1303",1302,"LV_cLZO7r4XG1BXsMTWZRg",16,40.5,6,3,3,3,5,3,15,"[Shopping, Electronics, Vape Shops]","Pittsburgh","PA","Smoke Alternative Vape Shop and More",9,4.5,40.4320547,-79.9233034,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,35.7805333333333
"1304",1303,"Rht_xxtVzTJK2IgrrXmppw",2,423.5,111,29,22,12,3.513217257,144.445,507.4666667,"[American (New), Restaurants]","Pittsburgh","PA","Habitat Restaurant",121,3.5,40.441487,-80.0016733,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[Downtown]",TRUE,428.01125
"1305",1304,"TEKCIR7IZWOdQ2ULc3Xyfg",84,52,10,3,2,0,4.145488029,8.145,33.765,"[Pizza, Sandwiches, Restaurants]","Crafton","PA","Portofino's",13,4,40.4382419,-80.0682068,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[]",TRUE,51.9967
